"nodeID_from","nodeID_to","mode","line","year"
1,2,"heavy_rail","Line 1",NA
2,3,"heavy_rail","Line 1",NA
3,4,"heavy_rail","Line 1",NA
4,5,"heavy_rail","Line 1",NA
5,6,"heavy_rail","Line 1",NA
6,7,"heavy_rail","Line 1",NA
7,8,"heavy_rail","Line 1",NA
8,9,"heavy_rail","Line 1",NA
9,10,"heavy_rail","Line 1",NA
10,11,"heavy_rail","Line 1",NA
11,12,"heavy_rail","Line 1",NA
12,13,"heavy_rail","Line 1",NA
13,14,"heavy_rail","Line 1",NA
