"nodeID","nodeLabel","longitud","latitud","mode","year"
1,"Baclaran",121.000613827641,14.5389133337779,"light_rail",1984
2,"EDSA",120.998605916394,14.5478075661343,"light_rail",1984
3,"Libertad",120.99713161985,14.5542122197592,"light_rail",1984
4,"Gil Puyat",120.994733389354,14.5635381791309,"light_rail",1984
5,"Vito Cruz",120.99155109178,14.5702665809543,"light_rail",1984
6,"Quirino",120.988044461557,14.5765542038061,"light_rail",1984
7,"Pedro Gil",120.981604086648,14.5927937489214,"light_rail",1984
8,"United Nations",120.981344918462,14.599132869352,"light_rail",1984
9,"Central Terminal",120.982044392756,14.6052963519141,"light_rail",1985
10,"Carriedo",120.982474685884,14.6111072071159,"light_rail",1985
11,"Doroteo Jose",120.982741965839,14.6167470847517,"light_rail",1985
12,"Bambang",120.982907804444,14.6226878113771,"light_rail",1985
13,"Tayuman",120.981494731084,14.6306360174144,"light_rail",1985
14,"Blumentritt",120.982290599875,14.6359904816859,"light_rail",1985
15,"Abad Santos",120.98356364497,14.6444580971025,"light_rail",1985
16,"R. Papa",120.983889734573,14.6542380210855,"light_rail",1985
17,"5th Avenue",121.003895079888,14.6574181828099,"light_rail",1985
18,"Yamaha Monumento",121.02114,14.6575367208696,"light_rail",1985
19,"Balintawak",121.038538350688,14.6425920706673,"light_rail",2010
20,"Roosevelt",121.043305859624,14.6353224047051,"light_rail",2010
21,"North Avenue",121.051081252897,14.6195016583325,"light_rail",1999
22,"Quezon Avenue",121.056448147261,14.6078389989525,"light_rail",1999
23,"Kamuning",121.056715914302,14.587899724943,"light_rail",1999
24,"Araneta Center–Cubao",121.05363007645,14.5812722425449,"light_rail",1999
25,"Santolan",121.048240851339,14.5738552703075,"light_rail",1999
26,"Ortigas",121.04561665089,14.5671893326841,"light_rail",1999
27,"Shaw Boulevard",121.034170134272,14.5543271776566,"light_rail",1999
28,"Boni",121.027984101878,14.5491533823017,"light_rail",1999
29,"Guadalupe",121.019462395781,14.5420237096817,"light_rail",1999
30,"Buendia",121.00181783293,14.5376274291331,"light_rail",1999
31,"Ayala",121.072941791298,14.6311144818036,"light_rail",2000
32,"Magallanes",121.064674497136,14.6280102244916,"light_rail",2000
33,"Taft Avenue",121.085947029765,14.6221274018644,"light_rail",2000
34,"Unified Grand Central",121.052565803433,14.6227237127889,"light_rail",2024
35,"Unified Grand Central",120.983676929997,14.6226146990578,"light_rail",2024
36,"Santolan",120.992646871539,14.6166665104041,"heavy_rail",2003
37,"Katipunan",120.996857227089,14.6122245707321,"heavy_rail",2003
38,"Anonas",121.010331454421,14.6007936519254,"heavy_rail",2003
39,"Araneta Center–Cubao",121.008902915768,14.5903948244339,"heavy_rail",2003
40,"Betty Go-Belmonte",120.999216127126,14.5790941227606,"heavy_rail",2004
41,"Gilmore",120.999467984229,14.5732993083308,"heavy_rail",2004
42,"J. Ruiz",121.002868528553,14.5669724788665,"heavy_rail",2004
43,"V. Mapa",121.008072545534,14.5573559177657,"heavy_rail",2004
44,"Pureza",121.012192822558,14.5497093623072,"heavy_rail",2004
45,"Legarda",121.026331276853,14.5235687853254,"heavy_rail",2004
46,"Recto",120.973193036291,14.6115866839353,"heavy_rail",2004
47,"Quezon Memorial Circle",121.016544429061,14.5416092428172,"heavy_rail",2025
48,"University Avenue",121.042732330661,14.6185863037728,"heavy_rail",2025
49,"Tandang Sora",121.034059812529,14.6134834509063,"heavy_rail",2025
50,"Don Antonio",121.026055636047,14.6105486204351,"heavy_rail",2025
51,"Batasan",121.017045627152,14.6040226823499,"heavy_rail",2025
52,"Manggahan",120.992493121933,14.6008517443628,"heavy_rail",2025
53,"Doña Carmen",120.983500802803,14.6035622295767,"heavy_rail",2025
54,"Regalado Avenue",121.005061585618,14.6016996366775,"heavy_rail",2025
55,"Mindanao Avenue",121.035571202442,14.5063923062843,"heavy_rail",2025
56,"Quirino Avenue",121.045433002566,14.488011419361,"heavy_rail",2025
57,"Sacred Heart",121.050956842922,14.4523216836518,"heavy_rail",2025
58,"Tala",121.047691976477,14.4169011305382,"heavy_rail",2025
59,"San Jose del Monte",121.047605101395,14.3894154816114,"heavy_rail",2025
60,"Tutuban",121.05525941649,14.3618690623238,"commuter_rail",0
61,"Tutuban",121.081438819584,14.3310544031802,"commuter_rail",0
62,"Blumentritt",121.109868183038,14.3060786634551,"commuter_rail",0
63,"Laong Laan",121.126256585569,14.2799755332991,"commuter_rail",0
64,"España",121.145675401392,14.2322367999758,"commuter_rail",0
65,"Santa Mesa",121.15800287052,14.20689465967,"commuter_rail",0
66,"Pandacan",121.100571698488,14.6204534398542,"commuter_rail",0
67,"Paco",121.121338132414,14.6247952908067,"commuter_rail",0
68,"San Andres",120.975616823536,14.6272181177966,"commuter_rail",0
69,"Vito Cruz",120.97634710325,14.6444630648313,"commuter_rail",0
70,"Vito Cruz",120.974867167419,14.6518495914802,"commuter_rail",0
71,"Pasay Road",120.973706037085,14.6585780180096,"commuter_rail",0
72,"EDSA",120.972770234971,14.670408399715,"commuter_rail",0
73,"Nichols",121.036953872018,14.6455929161423,"commuter_rail",0
74,"FTI",121.028172316417,14.6898817884329,"commuter_rail",0
75,"Bicutan",120.975554207015,14.5948319248348,"commuter_rail",0
76,"Sucat",120.977515641835,14.5964379362775,"commuter_rail",0
77,"Alabang",120.981348455772,14.5956684845017,"commuter_rail",2010
78,"Muntinlupa",121.010865087409,14.5961311330965,"commuter_rail",0
79,"San Pedro",121.01166571482,14.5822289616565,"commuter_rail",0
80,"Biñan",121.018390585774,14.5873493499494,"commuter_rail",0
